Type;Immatriculation;Marque;Modele;Prix;Km;Etat;Divers1;Divers2
Voiture;FA-286-GZ;Kia;EV6;102;173632;Disponible;4;Oui
Voiture;XB-837-HV;Opel;Crossland;116;121927;Disponible;9;Oui
Moto;IM-133-AJ;Royal Enfield;Meteor 350;217;39825;Disponible;1100;A
Voiture;AR-595-EI;Skoda;Enyaq;110;152696;En maintenance;4;Oui
Moto;UW-490-EW;Yamaha;XSR900;44;27739;Disponible;900;A
Voiture;SM-230-AR;Skoda;Kodiaq;51;104076;Disponible;2;Oui
CampingCar;CK-989-LS;Iveco;Daily;163;156877;Disponible;6.6;2
Moto;TQ-636-ZC;Kawasaki;Z650;44;45176;Loué;400;A2
Moto;EX-473-RK;Ducati;Diavel V4;63;83347;En maintenance;1000;A
CampingCar;EW-250-PT;Iveco;Daily;357;169645;Disponible;8.1;7
CampingCar;KX-367-PX;Fiat;Scudo;208;123719;Disponible;5.3;4
Voiture;KW-771-QY;BMW;Serie 2;157;191732;Disponible;2;Oui
Voiture;GO-405-JK;Tesla;Model X;175;123677;Loué;9;Oui
Moto;OG-137-TR;Kawasaki;Z900RS;86;81338;Disponible;1800;A
Moto;TW-725-BS;Suzuki;GSX-S750;229;69828;Disponible;750;A
Voiture;UB-643-YJ;BMW;X1;64;9458;Disponible;2;Oui
Moto;AY-796-VZ;Harley-Davidson;Low Rider S;50;70631;Disponible;500;A2
CampingCar;ZP-745-NK;Mercedes;Marco Polo;275;211888;Loué;5.9;7
CampingCar;PW-856-MO;Renault;Kangoo;200;169022;Disponible;5.6;3
Moto;OS-675-YI;BMW;F850GS;160;17832;Disponible;1300;A
Voiture;BG-797-XE;Renault;Twingo;137;81996;Disponible;2;Oui
Voiture;GR-602-TA;Volvo;XC90;84;25370;En maintenance;9;Oui
Moto;YZ-140-JL;Kawasaki;Z650;70;99759;Disponible;600;A2
Voiture;DG-715-GK;Peugeot;3008;99;196343;Disponible;5;Oui
Voiture;ET-947-FI;Volvo;C40;76;2934;Disponible;5;Oui
Moto;PZ-073-XA;KTM;Adventure 890;168;65186;Disponible;400;A2
Voiture;KJ-637-CI;BMW;X5;33;41395;Disponible;9;Oui
CampingCar;AX-139-KK;Mercedes;Sprinter;311;143248;Disponible;5.9;7
Voiture;DW-430-PC;Citroën;Berlingo;118;107974;Disponible;9;Oui
CampingCar;AP-763-FB;Volkswagen;California;347;200913;Disponible;8.7;5
Moto;YP-559-VX;KTM;Duke 390;168;13137;En maintenance;1100;A
Voiture;TV-782-IP;Kia;Picanto;148;9493;Disponible;2;Oui
Voiture;XC-771-JV;Audi;Q2;190;116758;Disponible;9;Oui
Voiture;RV-761-CD;Peugeot;Rifter;63;160909;Disponible;5;Oui
Moto;ZU-695-IS;Royal Enfield;Continental GT 650;207;30491;Loué;800;A
Moto;NK-600-IX;Ducati;Streetfighter V4;231;17223;Loué;1000;A
Voiture;OD-794-HA;Citroën;C5 Aircross;188;70976;Loué;9;Oui
CampingCar;JL-830-PD;Mercedes;Sprinter;328;173753;En maintenance;6.6;2
Moto;MT-754-PY;Kawasaki;Ninja 650;230;92718;Disponible;500;A2
Moto;RH-430-WP;Royal Enfield;Himalayan;53;3350;Disponible;1300;A
Voiture;TO-861-KO;Nissan;Juke;197;58629;Loué;5;Oui
CampingCar;EK-784-UU;Mercedes;Marco Polo;302;86747;Loué;8.1;5
Voiture;IS-968-LT;Hyundai;Santa Fe;171;121181;Disponible;7;Oui
Moto;VL-137-UK;Harley-Davidson;Sportster S;155;59531;Disponible;650;A2
CampingCar;XX-839-YV;Citroën;SpaceTourer;211;83837;Disponible;5.4;7
CampingCar;NS-319-SL;Citroën;SpaceTourer;134;12342;Disponible;5.7;5
Voiture;CV-894-FD;Audi;e-tron;175;181167;Disponible;2;Oui
Voiture;IB-541-UG;Citroën;C4;175;584;Disponible;5;Oui
CampingCar;PP-890-QR;Citroën;Jumper;98;97676;Loué;7.1;6
Voiture;BW-319-ID;Hyundai;i30;69;37997;Disponible;7;Oui
Voiture;NH-965-KQ;Renault;Kangoo;125;125098;Loué;4;Oui
Voiture;NL-707-SJ;Toyota;Highlander;195;97625;Disponible;2;Oui
Moto;SQ-320-TP;Yamaha;XSR700;147;72402;Disponible;900;A
Moto;BC-046-AF;Ducati;Scrambler;50;33710;Disponible;125;A2
Moto;HE-439-HX;Honda;CB1000R;197;22942;Disponible;1300;A
Voiture;ST-494-XU;Toyota;Prius;160;140848;Loué;9;Oui
Moto;PY-781-SD;KTM;Duke 390;81;44375;Disponible;1800;A
Voiture;PK-823-PR;Audi;A3;57;166341;Disponible;7;Oui
CampingCar;JA-619-IO;Fiat;Ducato;252;110207;Loué;8.7;7
Voiture;LQ-129-JC;Mercedes;EQA;75;141017;Disponible;4;Non
Voiture;NX-638-AC;Skoda;Kodiaq;151;137223;Disponible;9;Oui
Voiture;SM-036-ZM;BMW;Serie 3;42;5408;Disponible;2;Oui
Voiture;VH-623-SP;Mini;Cooper S;117;658;Disponible;4;Oui
CampingCar;HN-857-KJ;Renault;Master;215;235659;Disponible;8.1;6
Moto;QS-072-KL;Honda;Gold Wing;199;30844;Disponible;800;A
CampingCar;QI-994-LR;Fiat;Scudo;185;135115;Loué;8.8;7
Voiture;EZ-103-IH;Skoda;Enyaq;67;115786;Disponible;9;Oui
Moto;MA-494-DS;Ducati;Monster;207;50208;Disponible;1800;A
Voiture;SE-602-DS;Skoda;Kodiaq;95;20767;Disponible;7;Oui
Moto;IP-930-DO;Kawasaki;Versys 650;45;3944;En maintenance;1000;A
Moto;VN-961-XI;Ducati;Scrambler;91;72508;Disponible;500;A2
Voiture;JS-919-TN;Mercedes;EQB;162;144539;Disponible;4;Oui
Voiture;LJ-592-PN;Ford;Mustang Mach-E;72;52963;Disponible;5;Oui
Voiture;UQ-034-SM;Renault;Captur;153;112111;Loué;2;Oui
Voiture;VT-752-PT;Mercedes;GLA;119;120625;Loué;7;Oui
Voiture;LE-295-QN;Fiat;500X;142;16304;Disponible;5;Oui
Voiture;HD-183-FN;BMW;X2;50;145581;Disponible;2;Oui
CampingCar;ZX-056-FN;Renault;Trafic SpaceNomad;203;85834;Disponible;8.1;5
Voiture;BN-306-WQ;Tesla;Model S;153;43959;Disponible;5;Oui
Voiture;AU-562-LI;Seat;Tarraco;163;157426;Disponible;4;Oui
Voiture;OE-370-AL;BMW;Serie 2;156;189739;Disponible;5;Oui
Voiture;SX-235-FX;Mini;Cooper S;102;169917;Disponible;9;Oui
Voiture;JP-821-RC;Fiat;500X;63;158927;Disponible;5;Oui
Moto;QC-654-GP;BMW;R1250RT;221;15507;Disponible;900;A
Voiture;ZQ-397-TP;Audi;A5;93;28384;Loué;4;Oui
CampingCar;FT-746-GL;Ford;Ranger (Cellule);282;164736;Disponible;8.1;7
Voiture;LM-480-LS;Toyota;RAV4;121;58407;En maintenance;4;Oui
Voiture;TW-838-SA;Ford;Puma;121;188046;Disponible;5;Oui
Voiture;QJ-314-PX;Opel;Mokka;99;181323;Disponible;5;Oui
Voiture;EL-521-FM;Toyota;Aygo X;74;33132;Disponible;9;Oui
Moto;AD-704-LD;KTM;Super Duke 1290;170;17728;Loué;900;A
Moto;CH-569-DD;Harley-Davidson;Street Glide;192;82917;Loué;600;A2
Moto;WU-350-MI;Honda;Forza 125;95;71727;En maintenance;400;A2
Voiture;OC-869-NS;Mini;Cooper S;123;182416;Disponible;5;Non
Voiture;VV-930-PF;BMW;Serie 3;37;4228;Disponible;9;Non
Voiture;FP-534-DE;Seat;Ibiza;86;168409;Disponible;9;Oui
Voiture;BC-474-EB;Kia;Sportage;150;185792;Disponible;5;Oui
Moto;EC-013-SW;Ducati;Monster;92;16896;Disponible;1250;A
Voiture;MD-100-VJ;Skoda;Scala;78;60735;En maintenance;2;Oui
Voiture;WO-360-PB;Mercedes;Classe A;45;5820;Loué;7;Oui
Voiture;XZ-811-AL;Toyota;Aygo X;184;146692;Disponible;4;Oui
Moto;NQ-570-OH;Royal Enfield;Meteor 350;181;87317;Disponible;300;A2
Moto;VM-400-RP;Ducati;Diavel V4;227;37441;Disponible;1250;A
Moto;MM-999-OT;Ducati;Panigale V2;80;33825;Disponible;125;A2
Voiture;ML-967-ME;Renault;Clio;71;4715;Loué;9;Non
Voiture;QG-708-PE;Volkswagen;T-Roc;81;168601;Disponible;5;Oui
CampingCar;PJ-735-SD;Peugeot;Boxer;271;36599;En maintenance;5.8;2
Voiture;PJ-814-UA;Volvo;C40;139;114743;Loué;5;Oui
Moto;DG-230-MV;Ducati;Monster;214;33851;Disponible;400;A2
Moto;VV-591-FP;Harley-Davidson;Sportster S;55;84743;Disponible;500;A2
Moto;HF-901-UU;KTM;Duke 390;240;63019;Disponible;800;A
Voiture;PH-112-CB;Opel;Mokka;69;109638;Disponible;7;Oui
Voiture;GC-514-UF;Opel;Crossland;161;41423;Disponible;2;Oui
Voiture;XL-871-WB;Hyundai;Tucson;195;68241;Disponible;7;Oui
CampingCar;XS-150-NT;Fiat;Ducato;361;71861;Disponible;8.1;6
Moto;NM-815-ZK;Yamaha;XSR900;151;77558;Disponible;650;A2
Voiture;WH-611-XI;Ford;Kuga;169;130806;Disponible;5;Oui
CampingCar;UL-501-EC;Mercedes;Vito;393;159606;Disponible;8.2;6
Voiture;LN-871-QD;Seat;Arona;181;84232;Loué;9;Oui
Voiture;DV-035-HA;Tesla;Model S;135;67957;Disponible;5;Oui
CampingCar;JG-583-SY;Ford;Ranger (Cellule);307;65756;Disponible;5.3;4
Moto;KY-580-CP;Suzuki;SV650;42;58272;Disponible;1300;A
Voiture;DJ-268-NN;Citroën;C4 X;166;125282;Disponible;5;Oui
Moto;KQ-829-SM;Kawasaki;Versys 650;108;49783;Loué;900;A
Voiture;HH-631-UG;Volkswagen;ID.4;75;154499;Disponible;5;Oui
Moto;BO-002-DW;Royal Enfield;Interceptor 650;156;48119;Disponible;1300;A
Voiture;OV-670-KX;Hyundai;Bayon;106;113993;Disponible;5;Oui
Voiture;IZ-115-RE;Nissan;Juke;114;1438;Disponible;5;Oui
Voiture;TK-150-VC;Renault;Austral;36;101934;Loué;5;Oui
Voiture;AN-057-PH;Mini;Clubman;105;5423;Disponible;9;Oui
Voiture;AI-988-OS;Kia;Rio;162;178614;Disponible;7;Oui
Voiture;WK-330-NE;Hyundai;Ioniq 5;59;27951;En maintenance;9;Oui
Voiture;WU-929-CJ;Audi;Q7;198;15280;Loué;5;Oui
Voiture;QS-399-EC;Mercedes;Classe E;135;28058;Disponible;7;Oui
Voiture;TO-313-YW;Renault;Megane;92;15738;Loué;5;Oui
Voiture;AO-966-XP;Peugeot;508;69;84910;Disponible;5;Oui
CampingCar;EX-913-VC;Fiat;Talento;164;180517;Disponible;7.5;2
Voiture;SU-700-MY;BMW;Serie 3;81;108402;Disponible;9;Oui
Voiture;ZL-960-YN;Mini;Cooper;51;108597;Disponible;5;Oui
CampingCar;PJ-810-ZK;Renault;Master;164;197036;Disponible;6.9;2
Voiture;EC-355-QQ;Renault;Captur;86;25232;Disponible;9;Oui
Moto;VQ-143-QY;BMW;F900XR;222;19384;Disponible;125;A2
Voiture;IR-795-OG;Volvo;C40;149;147724;Disponible;9;Oui
Voiture;LQ-577-TZ;Citroën;C5 Aircross;122;102785;Disponible;7;Oui
Moto;SQ-570-XZ;Yamaha;Tracer 7;48;40341;Disponible;900;A
Moto;PI-776-BW;Ducati;Multistrada V4;49;13293;En maintenance;1000;A
Moto;FO-452-GQ;Suzuki;GSX-S750;135;37124;Loué;300;A2
Voiture;HS-080-QT;Nissan;Juke;63;49832;Disponible;5;Oui
Voiture;BW-444-NY;Skoda;Kodiaq;168;7621;En maintenance;5;Oui
Voiture;IK-319-TN;Volkswagen;ID.5;198;88065;Disponible;2;Oui
Voiture;PI-552-ZY;Opel;Astra;54;19388;Loué;7;Oui
Moto;CC-576-ZX;Ducati;Diavel V4;169;86171;Disponible;1800;A
Voiture;EL-309-QQ;Dacia;Duster;144;185097;Disponible;9;Oui
Moto;LB-592-KV;Kawasaki;Versys 650;123;19129;Loué;900;A
Moto;VM-051-VM;Yamaha;R6;208;45532;Loué;400;A2
Voiture;OE-406-WY;Opel;Crossland;119;18859;Loué;2;Oui
CampingCar;HG-561-LZ;Peugeot;Rifter;106;72850;Disponible;6.1;7
Moto;QJ-142-BL;Kawasaki;Ninja 1000SX;217;62567;Loué;800;A
CampingCar;EJ-180-QY;Volkswagen;Grand California;375;65225;Loué;8.5;4
CampingCar;QT-391-YP;Mercedes;Sprinter;197;113176;Loué;8.0;6
Voiture;WK-239-FJ;Nissan;Ariya;97;196963;Disponible;5;Oui
Voiture;CU-581-GF;Toyota;Corolla;128;77404;Disponible;5;Oui
Voiture;WA-463-BX;BMW;Serie 5;178;83215;Loué;9;Oui
Voiture;DB-668-RO;Renault;Espace;167;99022;Disponible;5;Oui
Voiture;IY-419-IC;BMW;X2;146;150801;Disponible;5;Oui
CampingCar;MN-448-FK;Iveco;Daily;118;73746;En maintenance;6.2;3
CampingCar;MX-821-GN;Ford;Transit 2T;332;230350;Loué;7.2;7
Voiture;EU-933-LN;Renault;Arkana;79;49848;Disponible;2;Oui
CampingCar;DQ-315-JO;Iveco;Daily;248;245394;Disponible;5.6;4
Voiture;PW-894-OX;Toyota;bZ4X;78;143873;Disponible;7;Oui
Voiture;RF-449-YX;Hyundai;i30;46;139694;En maintenance;5;Oui
Voiture;XH-314-PW;Volkswagen;ID.3;137;56141;Disponible;7;Oui
Voiture;TE-303-XY;Peugeot;3008;136;139963;Disponible;9;Oui
CampingCar;SP-556-KV;Iveco;Daily;95;245846;Disponible;7.1;6
Voiture;NK-485-YM;Seat;Tarraco;172;59894;Disponible;5;Oui
Moto;HG-159-ZB;Suzuki;V-Strom 1050;73;79665;Disponible;800;A
CampingCar;RD-038-NJ;Volkswagen;Crafter;237;11474;Disponible;8.8;5
Moto;MO-501-ZU;Honda;CMX500 Rebel;212;81681;Disponible;750;A
Voiture;GD-748-IH;Volvo;V60;93;193252;Disponible;4;Oui
Voiture;DD-999-YD;Renault;Zoe;138;87550;Disponible;5;Oui
Moto;ZI-471-DE;BMW;F850GS;98;28207;Disponible;1100;A
Moto;XF-775-MD;Suzuki;Hayabusa;162;77375;Disponible;800;A
CampingCar;WZ-461-KP;Fiat;Talento;356;35161;Disponible;7.6;3
Voiture;KJ-853-GG;Kia;Picanto;82;107565;Disponible;7;Oui
CampingCar;FZ-411-YN;Mercedes;Marco Polo;200;61846;Loué;8.4;7
CampingCar;AK-569-HW;Mercedes;Marco Polo;266;203999;Disponible;6.9;3
Moto;PY-712-BW;Yamaha;R6;97;32775;Disponible;750;A
Voiture;WX-732-DA;Volkswagen;ID.3;112;106960;Disponible;9;Oui
Voiture;UZ-148-TH;Opel;Astra;92;162169;Disponible;5;Oui
Moto;ZA-630-AC;Yamaha;XSR900;144;97585;Disponible;300;A2
Voiture;QV-867-UN;Opel;Astra;165;88032;Loué;5;Oui
Voiture;FJ-220-VI;Hyundai;Santa Fe;35;167910;En maintenance;5;Oui
CampingCar;YS-619-CC;Ford;Transit Custom;135;227835;Loué;6.1;6
CampingCar;LF-195-RT;Ford;Ranger (Cellule);144;96633;Disponible;5.6;2
Moto;VC-490-HL;Suzuki;GSX-S750;52;119;Disponible;1800;A
CampingCar;PS-796-WB;Renault;Master;125;140621;Disponible;8.9;6
Voiture;ZO-365-CH;Ford;Explorer;48;123189;Disponible;5;Oui
Voiture;VK-223-IY;Citroën;C3;147;183662;Disponible;2;Oui
CampingCar;LS-334-FI;Peugeot;Boxer;119;151839;Disponible;8.0;2
CampingCar;YY-152-XE;Fiat;Scudo;203;71629;Disponible;7.4;4
Voiture;ZR-592-RC;Renault;Austral;50;70063;Disponible;5;Oui
Voiture;VJ-957-HL;Opel;Mokka;145;71923;Disponible;5;Oui
Moto;MF-208-NQ;Harley-Davidson;Fat Bob;117;68646;Disponible;125;A2
Voiture;ZM-968-MW;Audi;Q3;104;189697;Loué;7;Oui
CampingCar;RB-314-KL;Renault;Master;379;21779;Disponible;6.4;7
CampingCar;DD-770-MJ;Volkswagen;Caddy California;287;81971;Disponible;7.3;3
CampingCar;IS-147-WB;Citroën;Berlingo;362;240072;Disponible;5.3;7
Voiture;DZ-075-HD;Volvo;XC60;40;135369;Disponible;5;Non
Voiture;BZ-458-PN;Seat;Tarraco;41;118158;Disponible;5;Oui
Moto;AU-354-XB;Yamaha;R6;231;11733;Disponible;1000;A
Voiture;LS-847-BG;BMW;Serie 3;108;94007;Disponible;5;Oui
Voiture;ER-229-ES;Renault;Arkana;156;49265;Disponible;7;Oui
Moto;DX-627-AB;Suzuki;SV650;102;93927;Disponible;900;A
Voiture;EV-861-TP;Nissan;Micra;179;119691;Disponible;5;Oui
Voiture;HP-216-QM;Volvo;XC90;131;107400;Loué;7;Oui
Voiture;JU-893-OF;Peugeot;508;80;58541;Disponible;4;Oui
Voiture;PP-327-GE;BMW;Serie 1;175;197118;En maintenance;7;Oui
Moto;LO-331-EL;Triumph;Street Triple;57;65912;Disponible;800;A
Voiture;ZX-694-YS;Opel;Corsa;153;64092;Disponible;5;Oui
CampingCar;MI-546-KE;Citroën;Jumper;300;134839;Disponible;6.4;3
CampingCar;EM-658-LX;Ford;Transit Custom;223;193803;En maintenance;8.5;5
Voiture;CN-730-ZL;BMW;i4;93;90461;Disponible;2;Oui
Voiture;DM-874-GU;Nissan;Ariya;139;106946;Disponible;4;Oui
Moto;HA-335-LU;BMW;F750GS;107;89803;Disponible;900;A
Moto;KW-847-UR;Harley-Davidson;Pan America;163;62721;Disponible;1000;A
Voiture;IK-283-SY;Tesla;Model S;106;178270;En maintenance;4;Oui
Voiture;AY-690-MG;Hyundai;Ioniq 5;37;17418;En maintenance;9;Oui
Voiture;PR-282-EH;Nissan;X-Trail;52;123465;Loué;9;Oui
Moto;KW-839-PA;Kawasaki;Versys 650;140;22212;Disponible;800;A
Voiture;ZX-643-VS;Renault;Arkana;182;142542;Loué;2;Oui
Moto;EY-914-AP;BMW;F850GS;66;51379;Disponible;750;A
Voiture;BB-042-IE;Mini;Clubman;154;122642;Disponible;5;Oui
Moto;UD-905-BV;Kawasaki;Ninja 650;157;55957;Disponible;650;A2
Moto;FB-748-QF;Suzuki;V-Strom 1050;123;26020;Disponible;500;A2
Moto;IP-962-NA;Triumph;Bonneville T120;233;61371;Disponible;1300;A
Moto;QP-320-VB;Kawasaki;Versys 1000;68;86906;Loué;300;A2
Voiture;KL-191-TB;Mini;Cooper S;160;140561;Disponible;5;Non
Voiture;LW-546-GD;Fiat;Tipo;95;21786;Disponible;5;Oui
Moto;VN-131-QT;Triumph;Tiger 1200;88;63888;Disponible;1000;A
CampingCar;ND-640-RH;Ford;Transit 2T;152;112894;Disponible;8.8;7
Moto;KR-779-KB;Royal Enfield;Classic 350;103;58656;Disponible;1300;A
CampingCar;EQ-182-EB;Renault;Kangoo;228;118621;Loué;6.0;5
Moto;LN-391-CL;Honda;CB1000R;226;83727;Loué;600;A2
Moto;PU-975-KY;KTM;Duke 390;135;61071;Disponible;750;A
Moto;KW-777-QK;Honda;NT1100;189;69581;Disponible;900;A
CampingCar;VR-136-CI;Ford;Transit 2T;297;89369;Disponible;8.3;5
CampingCar;SQ-790-XA;Volkswagen;Grand California;300;34823;Disponible;6.8;5
Moto;MW-417-OL;Triumph;Trident 660;203;56976;Disponible;900;A
Moto;YS-509-YX;Royal Enfield;Continental GT 650;91;30302;Disponible;900;A
CampingCar;UY-832-NW;Fiat;Ducato;363;80127;Disponible;7.9;2
Voiture;DX-038-AG;Volkswagen;Golf;60;168263;Disponible;4;Non
Voiture;CC-935-ZZ;Mini;Cooper;39;106145;Disponible;9;Oui
Voiture;UU-082-YR;Peugeot;408;199;127667;Loué;7;Oui
Moto;SS-977-HJ;Royal Enfield;Interceptor 650;200;41737;Disponible;900;A
CampingCar;LM-787-UY;Citroën;Jumper;277;156042;Loué;6.1;6
Voiture;RB-135-OX;Volkswagen;ID.5;180;53319;Loué;2;Oui
Moto;UU-253-WN;Yamaha;R7;95;21402;Disponible;600;A2
Voiture;KK-393-NG;Seat;Leon;156;72954;Disponible;4;Non
Moto;EZ-750-IX;KTM;Adventure 890;45;85682;Disponible;500;A2
Voiture;AD-996-FM;Skoda;Superb;65;33687;Disponible;5;Oui
Voiture;FQ-414-WS;Toyota;Highlander;74;19569;Loué;7;Oui
Voiture;HZ-643-QU;Dacia;Jogger;48;82801;Loué;5;Oui
Voiture;KU-215-LM;Audi;A5;44;133769;Loué;5;Oui
Voiture;ZX-357-WE;Mini;Cooper;79;65082;Loué;9;Oui
Voiture;FU-981-EW;Volvo;S60;138;177696;Disponible;5;Oui
CampingCar;HG-820-EL;Mercedes;Marco Polo;150;161818;Disponible;6.3;6
Voiture;NJ-668-BS;Hyundai;Ioniq 5;92;199783;Disponible;4;Oui
Voiture;WJ-905-OX;Mercedes;Classe C;35;18790;Disponible;2;Oui
Voiture;EJ-512-CF;BMW;Serie 5;196;179012;Disponible;5;Oui
CampingCar;OD-439-ZI;Citroën;SpaceTourer;352;249230;Disponible;5.2;2
Voiture;CP-218-DH;BMW;X1;124;92509;Disponible;5;Oui
Voiture;BF-764-YK;Audi;e-tron;195;29963;Disponible;5;Non
Voiture;ZM-704-QI;Volvo;XC40;200;182905;Disponible;5;Oui
Voiture;JW-333-QD;Fiat;500X;101;119084;Disponible;4;Oui
CampingCar;OU-865-DC;Ford;Ranger (Cellule);190;210598;Disponible;7.3;3
Voiture;YV-906-ZH;Fiat;Tipo;53;29851;Disponible;7;Oui
Moto;JI-897-RH;BMW;F850GS;176;98004;En maintenance;1300;A
Moto;OK-221-HY;Yamaha;MT-09;106;12347;Disponible;800;A
CampingCar;UD-713-YN;Volkswagen;Caddy California;148;42446;Disponible;7.8;6
Voiture;OV-321-FZ;Skoda;Superb;158;129549;Disponible;5;Non
CampingCar;LE-539-AT;Mercedes;Marco Polo;112;55717;En maintenance;5.8;3
Voiture;TY-626-MF;Tesla;Model 3;191;193533;Loué;4;Oui
Voiture;SI-769-QT;Renault;Austral;34;186982;Loué;4;Oui
Moto;NF-679-WI;Harley-Davidson;Fat Bob;156;28341;Disponible;600;A2
Moto;XV-704-RA;Ducati;Diavel V4;102;14004;Loué;1250;A
CampingCar;CR-493-DA;Mercedes;Sprinter;390;197817;Disponible;8.0;5
CampingCar;NU-335-MY;Fiat;Talento;222;90339;Loué;7.3;3
Voiture;TD-727-MU;Mini;Cooper;78;65961;Loué;5;Oui
Moto;EH-305-AP;KTM;Duke 390;75;20963;Disponible;600;A2
Voiture;LO-558-YS;Fiat;Tipo;102;52489;En maintenance;4;Oui
Voiture;CH-244-VZ;BMW;X1;113;28647;Disponible;5;Oui
Moto;GG-167-SI;Ducati;Multistrada V4;184;37926;Disponible;750;A
Voiture;PS-357-FC;Toyota;Aygo X;192;109303;Disponible;7;Oui
Voiture;GF-205-JE;BMW;X5;37;174142;Disponible;5;Oui
Voiture;CZ-836-KB;Kia;Niro;50;36304;Disponible;9;Oui
Voiture;FQ-910-OJ;BMW;X2;156;40787;Disponible;4;Oui
CampingCar;QI-302-AM;Fiat;Talento;117;237736;Disponible;8.0;5
CampingCar;OO-570-BI;Mercedes;Sprinter;102;217134;Disponible;6.0;5
Moto;AD-117-BX;Harley-Davidson;Pan America;169;87957;Disponible;125;A2
CampingCar;CN-934-CK;Iveco;Daily;313;186039;Disponible;5.6;6
Voiture;CJ-274-FP;Renault;Twingo;111;190356;Disponible;9;Oui
Moto;QC-227-ST;Suzuki;Hayabusa;147;4355;Disponible;500;A2
Moto;OU-320-YE;Ducati;Monster;207;46141;Loué;300;A2
Voiture;SU-122-FV;Mercedes;Classe A;56;9431;Disponible;4;Oui
Moto;FC-171-HQ;BMW;F900XR;173;68595;Disponible;600;A2
Voiture;YI-329-ZK;Toyota;Yaris Cross;159;44150;Disponible;7;Oui
Voiture;SE-578-IV;Mini;Countryman;171;94275;Disponible;5;Oui
Moto;HY-906-AQ;Kawasaki;Versys 650;248;95816;Disponible;750;A
Voiture;KJ-337-ET;Toyota;Corolla;101;143436;Disponible;2;Non
Moto;BR-442-ZE;Suzuki;Hayabusa;154;6660;En maintenance;650;A2
CampingCar;UA-103-VT;Iveco;Daily;280;67175;Disponible;8.4;2
Voiture;UQ-554-SH;Mercedes;Classe E;177;129546;Disponible;5;Oui
Moto;WL-008-TW;Royal Enfield;Interceptor 650;139;17613;Loué;1100;A
Voiture;HQ-748-ZY;Opel;Corsa;158;76111;Disponible;9;Oui
Voiture;QZ-360-NT;Mercedes;EQA;127;99077;Disponible;9;Oui
Moto;VR-633-AQ;Ducati;Multistrada V4;47;26144;Disponible;800;A
Voiture;UL-427-YC;Toyota;bZ4X;105;137549;Disponible;5;Oui
Voiture;DA-554-OE;Tesla;Model Y;70;37989;Disponible;9;Oui
Moto;KC-084-SC;Royal Enfield;Classic 350;67;64179;Disponible;300;A2
Moto;RP-761-PH;Kawasaki;Z900RS;226;79337;Loué;1300;A
Moto;RC-247-DZ;Ducati;Multistrada V4;113;77386;Disponible;1000;A
Moto;FB-941-TS;Suzuki;GSX-S750;197;90483;Loué;1000;A
Voiture;IA-004-FV;Volkswagen;ID.5;31;145040;Disponible;5;Oui
Voiture;OR-199-ZP;BMW;Serie 2;113;95595;Disponible;5;Oui
Voiture;HX-172-UT;Volkswagen;Golf;154;131609;Disponible;7;Oui
Voiture;UU-314-QB;Mini;Cooper;136;45391;Disponible;5;Oui
Moto;XR-495-DG;Triumph;Bonneville T120;190;61845;Loué;1100;A
CampingCar;SJ-002-OQ;Fiat;Ducato;105;119592;Disponible;8.9;6
Moto;DQ-481-XI;Harley-Davidson;Low Rider S;59;25890;Loué;750;A
Voiture;SX-246-WJ;Seat;Ateca;193;10932;Disponible;4;Oui
CampingCar;CT-839-CH;Peugeot;Traveller;336;156524;En maintenance;6.1;3
Voiture;CZ-085-TN;Hyundai;Bayon;187;183643;Disponible;5;Oui
Moto;PQ-277-ZO;KTM;Duke 390;112;83692;Loué;300;A2
CampingCar;SJ-439-ZS;Volkswagen;Crafter;226;119510;Disponible;7.4;5
Voiture;MK-669-JG;Dacia;Jogger;176;47280;Disponible;7;Oui
Voiture;BN-227-GB;Audi;A4;135;130380;Disponible;2;Oui
Voiture;HV-943-VL;Citroën;C4 X;172;85111;En maintenance;7;Oui
Voiture;AO-699-RR;Nissan;Ariya;70;139013;Disponible;9;Non
CampingCar;FS-930-JA;Mercedes;Sprinter;350;63237;Disponible;7.5;5
Moto;PP-094-RQ;Kawasaki;Ninja 1000SX;227;13183;Disponible;1300;A
Moto;UT-488-YD;Triumph;Speed Triple;231;25372;Disponible;1800;A
Voiture;DG-203-BD;Opel;Mokka;151;191840;En maintenance;9;Oui
CampingCar;LQ-286-XK;Fiat;Ducato;212;33760;Disponible;6.9;3
CampingCar;BW-163-YF;Citroën;Berlingo;289;201573;Disponible;8.2;5
CampingCar;LM-105-TE;Fiat;Talento;92;81028;Disponible;6.9;2
Voiture;FT-848-NY;Seat;Ateca;168;87840;Loué;2;Oui
Voiture;IX-184-KX;Toyota;Corolla;183;41077;Disponible;9;Oui
CampingCar;EK-562-QP;Peugeot;Traveller;380;19742;Disponible;5.1;6
Moto;HN-704-OI;BMW;F750GS;220;34455;Disponible;1250;A
Moto;XP-391-PS;BMW;CE 04;224;90946;Disponible;1000;A
CampingCar;GH-302-WW;Volkswagen;Grand California;137;104056;Disponible;8.5;7
Voiture;ON-920-LW;Seat;Ibiza;52;36385;Loué;2;Oui
Voiture;FJ-093-MQ;Fiat;500;42;13784;Loué;5;Non
Voiture;IP-730-NG;Nissan;Qashqai;170;111177;Loué;5;Oui
Voiture;UK-189-WJ;Peugeot;408;47;157722;Loué;9;Oui
